Gene Name,Product Annotation,BaseMean,BaseMeanA,BaseMeanB,Fold Change,log2 Fold-Change,P-value,FDR,Effect
FQ312003_intergenic_3825795_3825938,FQ312003_intergenic_3825795_3825938,51.49426349,127.2172209,1.012291903,0.007957192,-6.973524802,4.15E-06,0.000112355,Downregulated
FQ312003_intergenic_3850561_3850616,FQ312003_intergenic_3850561_3850616,15.54898351,37.35402092,1.012291903,0.027099945,-5.20556628,5.48E-08,2.23E-06,Downregulated
FQ312003_intergenic_3858730_3859000,FQ312003_intergenic_3858730_3859000,27.38239199,48.05705824,13.59928116,0.282981973,-1.821217943,5.21E-05,0.000980788,Downregulated
FQ312003_intergenic_3864126_3864163,FQ312003_intergenic_3864126_3864163,15.29074224,32.58270828,3.762764873,0.11548349,-3.11424148,0.00408488,0.037319907,Downregulated
FQ312003_intergenic_3889221_3889237,FQ312003_intergenic_3889221_3889237,1.981570458,0.398612582,3.036875709,7.618614772,2.929528709,0.004594977,0.041335854,Upregulated
FQ312003_intergenic_3923753_3923937,FQ312003_intergenic_3923753_3923937,6.4054915,0.615172786,10.26570398,16.68751317,4.06069707,8.06E-06,0.000194744,Upregulated
FQ312003_intergenic_4031699_4031898,FQ312003_intergenic_4031699_4031898,67.7851343,160.3522086,6.073751417,0.037877566,-4.722512551,9.26E-09,4.59E-07,Downregulated
FQ312003_intergenic_408186_408201,FQ312003_intergenic_408186_408201,9.747958956,20.68924015,2.453771491,0.118601334,-3.075807852,0.000276642,0.004117568,Downregulated
FQ312003_intergenic_4146288_4146330,FQ312003_intergenic_4146288_4146330,68.00299557,148.9802338,14.01817011,0.094094161,-3.40975099,0.000297901,0.004374339,Downregulated
FQ312003_intergenic_4146761_4147078,FQ312003_intergenic_4146761_4147078,370.0932499,764.7918032,106.960881,0.139856207,-2.837983807,0.000547636,0.007245387,Downregulated
FQ312003_intergenic_4197221_4197259,FQ312003_intergenic_4197221_4197259,2.826350323,0.348342863,4.478355297,12.85617066,3.684389081,0.003063194,0.029631989,Upregulated
FQ312003_intergenic_4318205_4318502,FQ312003_intergenic_4318205_4318502,62.02100565,114.0559413,27.33104853,0.239628451,-2.061128887,0.009108972,0.073556917,Downregulated
FQ312003_intergenic_4330937_4331100,FQ312003_intergenic_4330937_4331100,18.23324518,42.54623724,2.024583806,0.047585496,-4.393334278,0.004196374,0.038169519,Downregulated
FQ312003_intergenic_4479943_4480012,FQ312003_intergenic_4479943_4480012,47.41363131,110.2981075,5.4906472,0.049780067,-4.328288013,0.000788601,0.009600599,Downregulated
FQ312003_intergenic_4523161_4523622,FQ312003_intergenic_4523161_4523622,18.33603018,31.76122804,9.385898279,0.295514338,-1.758699965,0.000976744,0.011588215,Downregulated
FQ312003_intergenic_4534811_4534955,FQ312003_intergenic_4534811_4534955,8.180707887,1.17382721,12.85196167,10.9487679,3.452696623,2.05E-05,0.000433553,Upregulated
FQ312003_intergenic_4553815_4553880,FQ312003_intergenic_4553815_4553880,12.3347054,2.448193858,18.92571309,7.730479769,2.950557954,0.001800105,0.01920014,Upregulated
FQ312003_intergenic_4593013_4593213,FQ312003_intergenic_4593013_4593213,71.07646391,126.7260009,33.97677258,0.268112087,-1.899091835,0.012320427,0.092530361,Downregulated
FQ312003_intergenic_4595130_4595304,FQ312003_intergenic_4595130_4595304,20.01552258,43.3212735,4.478355297,0.10337543,-3.274034758,1.81E-05,0.000398858,Downregulated
FQ312003_intergenic_4655183_4655377,FQ312003_intergenic_4655183_4655377,20.50639525,48.22911241,2.024583806,0.041978459,-4.574206991,0.013457704,0.099138921,Downregulated
FQ312003_intergenic_4697342_4697421,FQ312003_intergenic_4697342_4697421,3.508819683,0.091026189,5.787348679,63.57894065,5.990477073,0.000186299,0.002911859,Upregulated
FQ312003_intergenic_4715325_4715428,FQ312003_intergenic_4715325_4715428,46.12369307,109.2354812,4.049167611,0.037068245,-4.753672367,2.96E-06,8.35E-05,Downregulated
FQ312003_intergenic_4761868_4761904,FQ312003_intergenic_4761868_4761904,19.32876621,46.80347766,1.012291903,0.021628562,-5.530918463,0.001291534,0.014608384,Downregulated
FQ312003_intergenic_477195_477303,FQ312003_intergenic_477195_477303,57.89605629,141.703265,2.024583806,0.014287489,-6.129103827,5.78E-08,2.34E-06,Downregulated
FQ312003_intergenic_4776468_4776855,FQ312003_intergenic_4776468_4776855,91.80955496,208.0361319,14.32517033,0.06885905,-3.860209921,2.46E-05,0.00050921,Downregulated
FQ312003_intergenic_4777565_4777973,FQ312003_intergenic_4777565_4777973,162.5646877,368.4996158,25.27473566,0.068588228,-3.865895206,0.00040812,0.005650698,Downregulated
FQ312003_intergenic_4836111_4836411,FQ312003_intergenic_4836111_4836411,153.9952049,350.7411179,22.83126291,0.065094344,-3.941324,1.34E-05,0.00030309,Downregulated
FQ312003_intergenic_4845562_4845670,FQ312003_intergenic_4845562_4845670,25.51302443,56.1903718,5.061459514,0.090076989,-3.472697583,0.000555112,0.00729117,Downregulated
FQ312003_intergenic_4874025_4874262,FQ312003_intergenic_4874025_4874262,11.55269059,21.52041201,4.907542982,0.228041312,-2.13263289,0.001232025,0.01408121,Downregulated
FQ312003_intergenic_4876953_4877251,FQ312003_intergenic_4876953_4877251,132.1654167,319.1406953,7.515231005,0.023548332,-5.408231325,0.000681439,0.008632002,Downregulated
FQ312003_intergenic_527491_527568,FQ312003_intergenic_527491_527568,128.1783195,304.8485134,10.39819018,0.034109368,-4.873688158,4.57E-05,0.000883174,Downregulated
FQ312003_intergenic_528290_528684,FQ312003_intergenic_528290_528684,67.45001499,144.9905107,15.75635117,0.108671603,-3.2019531,0.011397005,0.086991823,Downregulated
FQ312003_intergenic_590568_590797,FQ312003_intergenic_590568_590797,1.970266785,0.370353401,3.036875709,8.199940119,3.035613374,0.003780881,0.035022619,Upregulated
FQ312003_intergenic_603107_603567,FQ312003_intergenic_603107_603567,49.20264112,118.4512892,3.036875709,0.025638182,-5.285562227,0.000711218,0.008922928,Downregulated
FQ312003_intergenic_617261_618027,FQ312003_intergenic_617261_618027,71.55976931,157.2129385,14.45765653,0.091962256,-3.442814327,0.000245093,0.003681447,Downregulated
FQ312003_intergenic_660631_660711,FQ312003_intergenic_660631_660711,2.043087737,0.552405779,3.036875709,5.497545145,2.458787546,0.010246829,0.080079335,Upregulated
FQ312003_intergenic_695366_695470,FQ312003_intergenic_695366_695470,9.9177707,17.63184159,4.775056776,0.270820082,-1.884593375,0.007238286,0.060362643,Downregulated
FQ312003_intergenic_756308_756488,FQ312003_intergenic_756308_756488,130.1042599,313.3440217,7.944418691,0.025353663,-5.301662,2.90E-25,1.36E-22,Downregulated
FQ312003_intergenic_765039_765699,FQ312003_intergenic_765039_765699,187.6593789,410.821974,38.88431556,0.094650038,-3.4012531,1.03E-11,8.79E-10,Downregulated
FQ312003_intergenic_797045_797352,FQ312003_intergenic_797045_797352,139.0385606,273.4739136,49.41499195,0.180693622,-2.468382511,1.96E-12,1.89E-10,Downregulated
FQ312003_intergenic_822759_822977,FQ312003_intergenic_822759_822977,29.71033572,69.72052573,3.036875709,0.043557843,-4.520923679,0.000287982,0.00424774,Downregulated
FQ312003_intergenic_893935_893952,FQ312003_intergenic_893935_893952,6.909900826,1.431143883,10.56240545,7.380393807,2.883697798,0.003406827,0.032288438,Upregulated
fruA,"PTS system, fructose-specific IIBC component",47.57612314,11.39673901,71.69571255,6.290897114,2.653265768,0.002288184,0.023487955,Upregulated
fruB,"pts system, fructose-specific IIA/FPR component",91.51849205,3.14431845,150.4346078,47.84331173,5.580245352,9.92E-05,0.001704639,Upregulated
fur,ferric uptake regulation protein,180.0375642,359.0698768,60.68268909,0.168999666,-2.564907703,1.19E-12,1.20E-10,Downregulated
gabD,succinate-semialdehyde dehydrogenase,47.62546826,6.766058951,74.86507447,11.06479784,3.467905188,0.000156938,0.002531492,Upregulated
garD,D-galactarate dehydratase,38.86135298,71.57081373,17.05504582,0.2382961,-2.069172752,5.53E-06,0.000139779,Downregulated
gcvA,regulatory protein for glycine cleavage pathway,113.4179007,200.2640432,55.52047243,0.27723635,-1.850811663,0.002613362,0.026330623,Downregulated
gcvR,glycine cleavage system transcriptional repressor,55.35706692,120.3868397,12.00388504,0.099710941,-3.326104377,1.96E-07,7.06E-06,Downregulated
gidB,glucose inhibited division protein,22.58643844,43.0310302,8.956710593,0.208145391,-2.264336484,0.004255758,0.038602434,Downregulated
glgS,glycogen synthesis protein GlgS,223.5384906,540.2120656,12.42277399,0.022996106,-5.442466596,1.98E-15,3.50E-13,Downregulated
glmU,UDP-N-acetylglucosamine pyrophosphorylase,209.5669614,358.6589973,110.1722708,0.307178327,-1.702851665,0.00226855,0.023322969,Downregulated
glpA,anaerobic glycerol-3-phosphate dehydrogenase subunit A,913.7999976,1674.100859,406.9327565,0.243075412,-2.040524127,2.20E-09,1.24E-07,Downregulated
gltD,glutamate synthase (NADPH) small chain,56.8005132,14.88585515,84.74361857,5.692895551,2.509162631,2.41E-20,8.32E-18,Upregulated
gltL,glutamate/aspartate transport ATP-binding protein GltL,43.97422151,16.25665493,62.45259922,3.841663582,1.941731187,0.010625405,0.082545404,Upregulated
gmk,5'guanylate kinase,109.5219379,204.8647546,45.96006014,0.224343422,-2.15621921,0.000385698,0.005443828,Downregulated
gpB,bacteriophage late control gene,53.15593199,102.7210515,20.11251901,0.195797441,-2.352566186,0.000124308,0.002066218,Downregulated
gpF,bacteriophage tail protein,18.37763848,1.942793193,29.33420201,15.09898332,3.916379505,8.49E-12,7.31E-10,Upregulated
gpmB,probable phosphoglycerate mutase 2,46.83261166,80.87114472,24.14025629,0.298502715,-1.74418404,5.87E-05,0.001091569,Downregulated
greB,transcription elongation factor GreB,65.91182583,132.2652855,21.67618606,0.163884166,-2.609251619,6.31E-05,0.001156696,Downregulated
gshB,Glutathione synthetase,100.4204493,183.8448975,44.80415045,0.243706249,-2.036784848,9.90E-05,0.001704639,Downregulated
gsp,glutathionylspermidine synthetase/amidase,98.3556007,168.3154821,51.71567975,0.307254443,-1.702494221,2.15E-05,0.000450697,Downregulated
gtrA,bactoprenol-linked glucose translocase,14.5817428,30.81020968,3.762764873,0.122127208,-3.033543454,1.67E-06,5.11E-05,Downregulated
gtrB,putative phage glycosyl transferase,45.42685975,74.51861854,26.03235389,0.349340264,-1.517295161,0.001691029,0.018154996,Downregulated
hemB,delta-aminolevulinic acid dehydratase,188.7854285,341.906455,86.70474424,0.253592007,-1.979418819,0.000857972,0.010366897,Downregulated
hexR,putative hex-regulon repressor,76.04237442,136.3656725,35.82684237,0.262726254,-1.928367717,4.98E-05,0.000948384,Downregulated
hha,haemolysin expression modulating protein,444.2072206,1062.620665,31.93159129,0.03004985,-5.056498413,0.000696738,0.008758038,Downregulated
hilA,invasion protein regulator,171.8741682,394.9613284,23.14939471,0.058611801,-4.092665026,0.004001585,0.036755088,Downregulated
hilC,AraC-family transcriptional regulator,99.84998121,214.5034023,23.41436713,0.109156157,-3.195534582,0.001815051,0.01932808,Downregulated
hilD,AraC-family transcriptional regulator,583.5904457,1242.906184,144.0466205,0.115895007,-3.109109685,0.000564856,0.007383722,Downregulated
hofB,protein transport protein HofB,15.21529847,3.314154107,23.14939471,6.985008532,2.804261878,1.78E-06,5.37E-05,Upregulated
hpcC,5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase (ec 1.2.1.-) (chms dehydrogenase),24.04999648,8.92895752,34.13068911,3.822471889,1.934505892,8.64E-07,2.76E-05,Upregulated
hscB,Co-chaperone protein hscB,32.93712645,60.44090464,14.60127433,0.241579348,-2.049430968,0.000111408,0.001885302,Downregulated
hslS,heat shock protein B,499.0446723,1194.69848,35.27546722,0.02952667,-5.081837553,2.25E-25,1.14E-22,Downregulated
hslT,heat shock protein A,367.7942102,860.9436254,39.02793335,0.045331578,-4.463339798,9.02E-14,1.07E-11,Downregulated
hyaF2,hydrogenase-1 operon protein HyaF2,55.61782146,23.95638915,76.725443,3.202713169,1.679294598,2.01E-13,2.35E-11,Upregulated
hyb0,hydrogenase-2 small chain protein,346.7111771,722.1802294,96.39847558,0.133482574,-2.905276688,1.81E-30,1.70E-27,Downregulated
hycA,formate hydrogenlyase regulatory protein,2.073193455,0.627670075,3.036875709,4.838331205,2.274509532,0.013306027,0.098242584,Upregulated
hycC,formate hydrogenlyase subunit 3,23.71560372,2.250099019,38.02594019,16.89967413,4.078923523,6.58E-05,0.001196593,Upregulated
ilvA,threonine deaminase,33.19856601,12.52243884,46.98265079,3.751877042,1.907612548,1.92E-08,8.74E-07,Upregulated
ilvD,dihydroxyacid dehydratase,58.84407795,22.02254807,83.39176453,3.786653764,1.920923513,7.32E-11,5.33E-09,Upregulated
invB,chaperone protein for type III secretion system effectors,86.69671173,202.416609,9.550113551,0.047180484,-4.405665976,0.001303899,0.014722819,Downregulated
invH,outer membrane lipoprotein,188.4749171,433.4584703,25.15254819,0.058027585,-4.107117304,1.15E-11,9.70E-10,Downregulated
iolI1,myo-inositol catabolism protein,22.81633539,5.216471397,34.54957806,6.623170229,2.727521939,0.001344771,0.01500845,Upregulated
iolT1,putative sugar transport protein,45.44568794,100.179154,8.956710593,0.08940693,-3.483469532,2.36E-05,0.000490118,Downregulated
iroB,putative glycosyltransferase,79.09054791,9.309385304,125.611323,13.49297713,3.754136798,0.000650797,0.00832435,Upregulated
iroD,putative ferric enterochelin esterase,19.43003912,2.809034009,30.51070919,10.86163752,3.441169718,8.07E-10,4.99E-08,Upregulated
iroN,TonB-dependent outer membrane siderophore receptor protein,153.1954369,21.48888822,240.9998026,11.2150894,3.487369216,0.002235846,0.023059138,Upregulated
ispB,octaprenyl-diphosphate synthase,91.8401992,175.8293382,35.84743985,0.203876328,-2.29423382,1.94E-15,3.50E-13,Downregulated
ivbL,ilvBN operon attenuator peptide,66.66542437,5.627300701,107.3575068,19.07797584,4.253836205,0.000395545,0.005527832,Upregulated
katE,catalase HPII,240.0793879,467.5019363,88.46435563,0.189227784,-2.401804159,6.65E-09,3.40E-07,Downregulated
kdgR,transcriptional regulator KdgR,89.41695861,171.9489042,34.39566153,0.2000342,-2.321681414,1.22E-05,0.000279928,Downregulated
kdsB,3-deoxy-manno-octulosonate cytidylyltransferase,49.82757806,94.43106287,20.09192152,0.212768139,-2.232645963,3.19E-08,1.34E-06,Downregulated
kefC,glutathione-regulated potassium-efflux system protein KefC,30.42068435,11.42061132,43.08739971,3.772775248,1.915626159,0.000221978,0.003389267,Upregulated
lamB,maltoporin precursor,68.20809809,14.84966392,103.7803875,6.98873645,2.805031643,0.01107681,0.085143229,Upregulated
lasT,putative RNA methyltransferase,38.24655429,77.62600626,11.9935863,0.154504745,-2.69427695,0.000214321,0.003318178,Downregulated
lctD,putative L-lactate dehydrogenase,73.02598911,16.26532648,110.8664309,6.816120844,2.768950913,0.001762806,0.018863757,Upregulated
ldcC,lysine decarboxylase,94.93775346,155.8129877,54.354264,0.348842961,-1.519350371,0.000721292,0.009032006,Downregulated
leuC2,3-isopropylmalate dehydratase large subunit 2 (ec 4.2.1.33) (isopropylmalate isomerase 2) (alpha-ipm isomerase 2) (ipmi 2). 3-isopropylmalate dehydratase large subunit 2 (ec 4.2.1.33) (isopropylmalate isomerase 2) (alpha-ipm isomerase 2) (ipmi 2),13.70770362,6.509022844,18.50682414,2.843256905,1.507544461,0.011056592,0.085087687,Upregulated
leuD,3-isopropylmalate dehydratase small subunit,22.2812309,3.847813954,34.57017554,8.984367735,3.167416979,3.60E-08,1.50E-06,Upregulated
leuD2,3-isopropylmalate dehydratase small subunit 2 (ec 4.2.1.33) (isopropylmalate isomerase 2) (alpha-ipm isomerase 2) (ipmi 2),28.38980229,46.68074932,16.1958376,0.346948964,-1.527204637,0.001187944,0.013672841,Downregulated
lipB,lipoate-protein ligase B (lipoate biosynthesis protein B),55.00239251,99.11668009,25.59286746,0.25820949,-1.953386067,0.008632835,0.070268543,Downregulated
livH,high-affinity branched-chain amino acid transport system permease protein,25.67787774,6.06695032,38.75182936,6.387365532,2.675221014,0.000744926,0.009222155,Upregulated
lplA,lipoate-protein ligase A,58.42082603,113.9673901,21.38978332,0.187683365,-2.413627307,0.000456195,0.006172775,Downregulated
lysA,diaminopimelate decarboxylase,32.26904969,9.308543603,47.57605374,5.111009388,2.353608241,1.05E-09,6.40E-08,Upregulated
lysP,lysine-specific permease,64.65159377,108.929961,35.13268228,0.322525428,-1.632515188,5.67E-07,1.89E-05,Downregulated
lyxK,putative L-xylulose kinase,9.031652686,1.782751352,13.86425358,7.776885744,2.959192543,3.21E-05,0.000641447,Upregulated
maa,maltose O-acetyltransferase,140.4697887,271.1769618,53.33167336,0.19666742,-2.346170117,1.90E-06,5.67E-05,Downregulated
malE,periplasmic maltose-binding protein,56.35155127,17.50714927,82.24781927,4.697956132,2.232033242,0.00014124,0.002306685,Upregulated
marA,multiple antibiotic resistance protein MarA,34.04820595,70.79534456,9.550113551,0.13489748,-2.890064701,0.010073935,0.079295912,Downregulated
marR,multiple antibiotic resistance protein MarR,34.50035861,81.69558297,3.036875709,0.037173071,-4.749598309,0.000868193,0.010471074,Downregulated
marT,putative transcriptional regulator (MarT),112.2109142,239.975765,27.03434705,0.112654488,-3.150023299,2.86E-05,0.000579265,Downregulated
mdoC,Glucans biosynthesis protein C,50.16544036,88.57488304,24.55914524,0.277269858,-1.850637306,0.001930407,0.020383754,Downregulated
mdoG,Glucans biosynthesis protein G precursor.,544.7646421,1198.250127,109.1076523,0.091055824,-3.457104898,0.000160895,0.002582609,Downregulated
melR,melibiose operon regulatory protein,135.0485601,298.8346404,25.85783988,0.086528924,-3.530673728,2.07E-08,9.34E-07,Downregulated
mgsA,methylglyoxal synthase,39.46786035,92.59589946,4.049167611,0.043729448,-4.515251038,1.91E-12,1.86E-10,Downregulated
miaE,tRNA hydroxylase,106.9894969,219.5133136,31.9736191,0.145656856,-2.779354485,2.15E-15,3.71E-13,Downregulated
minC,Probable septum site-determining protein minC.,66.1649675,132.6672649,21.83010259,0.16454777,-2.60342162,6.22E-05,0.001143962,Downregulated
mltB,membrane-bound lytic transglycosylase B precursor,44.28874511,89.05082609,14.44735779,0.162237212,-2.623823325,0.000462776,0.006248911,Downregulated
mntH,Probable manganese transport protein mntH.,73.32525492,140.5993973,28.47582664,0.202531641,-2.303780782,0.000411415,0.005672332,Downregulated
modE,putative molybdenum transport protein ModE,30.74220878,55.16903715,14.45765653,0.262061063,-1.932025079,8.12E-07,2.63E-05,Downregulated
mscL,large-conductance mechanosensitive channel,244.0460875,575.8837724,22.82096417,0.039627726,-4.657346019,7.31E-11,5.33E-09,Downregulated
msgA,putative virulence protein (MsgA),48.50186226,99.58361896,14.44735779,0.145077654,-2.785102776,0.00955502,0.07640516,Downregulated
mtlR,mannitol operon repressor (mannitol repressor protein),94.84583998,172.7143752,42.93348317,0.248580833,-2.008213037,0.00012427,0.002066218,Downregulated
murC,UDP-N-acetylmuramate--L-alanine ligase,99.67590328,30.63738999,145.7015788,4.755678564,2.249651207,7.66E-14,9.65E-12,Upregulated
murD,UDP-N-acetylmuramoylalanine--D-glutamate ligase,110.9583811,17.6804279,173.1436832,9.792957736,3.291744658,0.004863019,0.043389529,Upregulated
murF,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diami nopimelate--D-alan alanyl ligase",49.81556364,15.42930881,72.73973352,4.714387041,2.237070206,0.000281635,0.004166007,Upregulated
nadR,conserved hypothetical transcriptional regulator,147.1559402,292.6309353,50.17261018,0.171453541,-2.544110391,2.52E-16,5.89E-14,Downregulated
nam,pyrazinamidase/nicotinamidase,21.32168613,8.825714609,29.65233382,3.359765767,1.748360656,0.002642416,0.026420125,Upregulated
nanA,N-acetylneuraminate lyase,105.8949747,8.979788373,170.505099,18.98765226,4.246989628,0.002023523,0.021101997,Upregulated
napA,probable nitrate reductase,134.7480201,19.19336529,211.7844567,11.03425342,3.463917115,8.07E-05,0.001421276,Upregulated
narH,respiratory nitrate reductase 1 beta chain,92.15846337,7.350269084,148.6972596,20.23017904,4.338437183,0.005268877,0.046378867,Upregulated
narI,respiratory nitrate reductase 1 gamma chain,49.85417838,14.51550175,73.41329614,5.057578953,2.338446937,0.008150831,0.066975897,Upregulated
narJ,respiratory nitrate reductase 1 delta chain,32.02093166,2.447913291,51.73627724,21.13484878,4.401551885,1.62E-07,5.95E-06,Upregulated
narP,nitrate/nitrite response regulator protein NarP,34.78110817,68.07228654,12.58698926,0.184906221,-2.435134331,0.006784561,0.057037341,Downregulated
narQ,nitrate/nitrite sensor protein NarQ,70.6430399,145.8104878,20.53140795,0.140808856,-2.828190024,1.04E-08,5.06E-07,Downregulated
narY,respiratory nitrate reductase 2 beta chain,38.52224691,9.590574286,57.81002865,6.027796347,2.591630675,0.008015705,0.065948306,Upregulated
narZ,respiratory nitrate reductase 2 alpha chain,58.94361623,24.2014891,82.10503432,3.392561259,1.762374866,0.009429975,0.075682485,Upregulated
nfnB,oxygen-insensitive NAD(P)H nitroreductase,96.44734672,175.1997042,43.94577508,0.250832473,-1.995203962,1.65E-06,5.08E-05,Downregulated
nikR,nickel responsive regulator,27.03658579,57.83705582,6.502939102,0.112435514,-3.152830295,2.96E-05,0.000593435,Downregulated
ninG,ninG,6.350692215,2.441664647,8.956710593,3.668280411,1.875103926,0.006182971,0.052997221,Upregulated
nirB,nitrite reductase large subunit,211.254003,14.08508481,342.6999484,24.33069825,4.604705819,2.49E-36,5.43E-33,Upregulated
nlpC,putative lipoprotein,92.75996322,154.9392737,51.30708955,0.331143217,-1.594472788,0.005696526,0.049609774,Downregulated
nrdA,ribonucleoside-diphosphate reductase 1 alpha chain,269.9244249,490.918495,122.5950447,0.249725863,-2.001582853,0.00124886,0.014199274,Downregulated
nrdD,anaerobic ribonucleoside-triphosphate reductase,491.8318436,1029.247246,133.5549088,0.129759792,-2.94608468,3.70E-30,3.03E-27,Downregulated
nrfE,"formate-dependent nitrite reductase, assembly protein",53.9330268,10.35655623,82.98400717,8.012702806,3.002288968,2.67E-06,7.72E-05,Upregulated
nuoM,NADH dehydrogenase I chain M,102.7384138,40.91513675,143.9539318,3.518353922,1.814900615,0.013203989,0.097820052,Upregulated
pabA,"para-aminobenzoate synthase, glutamine amidotransferase component II",33.55323793,71.09181047,8.527522908,0.119950847,-3.059484745,0.000788689,0.009600599,Downregulated
parA,plasmid partition protein A,551.6915738,1282.282285,64.63109956,0.050403176,-4.310341549,8.32E-07,2.67E-05,Downregulated
pduA,putative propanediol utilization protein,17.36989611,0.480125522,28.62974317,59.62970486,5.897959291,0.000240546,0.003638196,Upregulated
pduB,putative propanediol utilization protein PduB,39.39542517,1.111060202,64.91833514,58.42917874,5.868617106,0.004243271,0.038542557,Upregulated
pduD,diol dehydratase medium subunit,50.52780551,1.842253754,82.98484002,45.04528208,5.493304105,5.27E-06,0.00013479,Upregulated
pduG,propanediol utilization protein,57.48255604,2.909573448,93.86454443,32.260586,5.01170074,0.002731798,0.027065876,Upregulated
pduO,propanediol utilization protein,15.53827348,2.834028585,24.00777008,8.471251917,3.082575193,1.81E-05,0.000398858,Upregulated
pduP,putative CoA-dependent proprionaldehyde dehydrogenase,30.12189523,3.709782651,47.72997028,12.86597485,3.685488868,8.58E-21,3.30E-18,Upregulated
pduU,putative propanediol utilization protein PduU,11.40954744,0.564903067,18.63931035,32.99559063,5.044201338,3.81E-11,2.90E-09,Upregulated
pduW,Acetokinase.,13.84136563,5.571062904,19.35490077,3.474184569,1.796674401,0.012103045,0.091316635,Upregulated
pepB,Peptidase B,60.68587216,21.19706372,87.01174446,4.104896112,2.03734571,3.40E-14,4.73E-12,Upregulated
pepT,Peptidase T,73.95574498,122.6668052,41.48170485,0.33816569,-1.564197801,0.003827232,0.035351961,Downregulated
pgsA,phosphotidylglycerophosphate synthetase,58.13035135,109.5759943,23.83325607,0.217504356,-2.2008838,0.001794708,0.019173805,Downregulated
pgtC,phosphoglycerate transport regulatory protein PgtC precursor,69.75312509,121.899216,34.98906448,0.287032728,-1.800712851,0.001151871,0.013351507,Downregulated
phoB,phosphate regulon transcriptional regulatory protein PhoB,99.22927165,34.10702069,142.6441056,4.182250538,2.064279489,1.26E-05,0.000286905,Upregulated
phoR,phosphate regulon sensor protein PhoR,37.36350925,17.25850415,50.76684598,2.941555395,1.556579205,9.03E-08,3.52E-06,Upregulated
pldA,detergent-resistant phospholipase A,66.27814394,117.1387433,32.37107772,0.276348173,-1.855441019,0.000924365,0.01100667,Downregulated
plsB,glycerol-3-phosphate acyltransferase,200.9782892,345.6541624,104.527707,0.302405463,-1.725443893,2.83E-06,8.14E-05,Downregulated
pocR,pdu/cob regulatory protein PocR,101.933908,195.3873174,39.63163505,0.202836272,-2.301612431,0.00376978,0.034969247,Downregulated
ppiA,peptidyl-prolyl cis-trans isomerase,64.66006581,109.1665678,34.98906448,0.320510805,-1.641555103,0.000641387,0.008252343,Downregulated
ppk,Polyphosphate kinase,171.8800296,314.0716701,77.08560261,0.245439528,-2.026560479,0.002989168,0.029001569,Downregulated
pqaB,melittin resistance protein PqaB,56.89650211,23.02738132,79.47591597,3.451365783,1.787167382,5.05E-14,6.75E-12,Upregulated
prgI,type III secretion system apparatus,77.82568561,183.2913675,7.515231005,0.041001555,-4.60817758,9.76E-05,0.00168731,Downregulated
proX,glycine betaine-binding periplasmic protein precursor,23.87129589,11.32035245,32.23859151,2.847843445,1.509869839,0.000229969,0.003494347,Upregulated
psiB,plasmid SOS inhibition protein,16.41962327,5.037403057,24.00777008,4.765902155,2.252749333,0.001604655,0.017427668,Upregulated
pSLP2_intergenic_65663_65956,pSLP2_intergenic_65663_65956,30.93806614,71.27141392,4.049167611,0.056813348,-4.137626277,0.005776441,0.050172297,Downregulated
pSLT1344_intergenic_54221_54378,pSLT1344_intergenic_54221_54378,5.011048472,0.809722453,7.811932484,9.647666872,3.270180093,0.0003259,0.004732418,Upregulated
pSLT1344_intergenic_59736_59823,pSLT1344_intergenic_59736_59823,28.13228365,8.32357855,41.33808705,4.966383967,2.312195805,0.008607365,0.070268543,Upregulated
pSLT1344_intergenic_73797_74371,pSLT1344_intergenic_73797_74371,38.08109335,79.3591252,10.56240545,0.133096294,-2.909457695,0.001058837,0.012404871,Downregulated
pSLT1344_intergenic_85345_85675,pSLT1344_intergenic_85345_85675,118.6331892,261.2305474,23.56828366,0.090220244,-3.470405006,2.88E-15,4.71E-13,Downregulated
pSLT1344_intergenic_90163_91002,pSLT1344_intergenic_90163_91002,20.49587574,7.635844939,29.0692296,3.806943414,1.928633126,9.31E-05,0.001612222,Upregulated
pspA,bacteriophage shock protein A,82.49925482,156.4039574,33.22945309,0.212459158,-2.234742563,0.001422117,0.015705644,Downregulated
pspE,bacteriophage shock protein E precursor,37.20224649,69.56981877,15.62386497,0.224578204,-2.154710177,0.000418733,0.005749017,Downregulated
purU,formyltetrahydrofolate deformylase,157.5521823,349.4174032,29.64203508,0.084832738,-3.559235061,4.87E-06,0.000127562,Downregulated
pykF,pyruvate kinase,72.1804038,145.9886884,22.9748807,0.157374389,-2.667727315,0.002623784,0.026395027,Downregulated
pyrC,Dihydroorotase,98.28949025,169.6377476,50.72398533,0.299013551,-1.741717227,0.012633298,0.094231742,Downregulated
pyrD,dihydroorotate dehydrogenase,118.6121205,241.2561517,36.84943302,0.152739869,-2.710851403,2.76E-10,1.86E-08,Downregulated
pyrG,CTP synthase,454.5250594,782.2101524,236.0683308,0.301796557,-1.728351748,1.26E-12,1.25E-10,Downregulated
ramA,transcriptional activator RamA,78.0259319,173.8233972,14.16095505,0.081467485,-3.617631813,0.000392031,0.005509469,Downregulated
recC,exonuclease V subunit,111.4991126,50.19468167,152.3687332,3.035555324,1.601960467,4.92E-08,2.01E-06,Upregulated
